,Parameter1,Parameter2,Parameter3,Parameter4,Parameter5,Parameter6,Parameter7,Parameter8,Parameter9,Parameter10,climate model
1148,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,CGCM3.1
1149,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,CNRM-CM3
1150,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,CNRM-CM3
1151,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,CNRM-CM3
1152,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,CNRM-CM3
1153,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,CNRM-CM3
1154,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,CNRM-CM3
1155,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,CNRM-CM3
1156,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,CNRM-CM3
1157,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,CNRM-CM3
1158,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,CSIRO-MK3.0
1159,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,CSIRO-MK3.0
1160,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,CSIRO-MK3.0
1161,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,CSIRO-MK3.0
1162,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,CSIRO-MK3.0
1163,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,CSIRO-MK3.0
1164,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,CSIRO-MK3.0
1165,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,CSIRO-MK3.0
1166,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,CSIRO-MK3.0
1167,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,ECHAM5/MPI-OM
1168,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,ECHAM5/MPI-OM
1169,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,ECHAM5/MPI-OM
1170,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,ECHAM5/MPI-OM
1171,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,ECHAM5/MPI-OM
1172,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,ECHAM5/MPI-OM
1173,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,ECHAM5/MPI-OM
1174,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,ECHAM5/MPI-OM
1175,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,ECHAM5/MPI-OM
1176,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,ECHO-G
1177,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,ECHO-G
1178,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,ECHO-G
1179,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,ECHO-G
1180,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,ECHO-G
1181,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,ECHO-G
1182,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,ECHO-G
1183,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,ECHO-G
1184,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,ECHO-G
1185,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,FGOALS-g1.0
1186,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,FGOALS-g1.0
1187,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,FGOALS-g1.0
1188,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,FGOALS-g1.0
1189,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,FGOALS-g1.0
1190,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,FGOALS-g1.0
1191,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,FGOALS-g1.0
1192,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,FGOALS-g1.0
1193,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,FGOALS-g1.0
1194,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,FGOALS-g1.0
1195,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,FGOALS-g1.0
1196,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,FGOALS-g1.0
1197,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,MRI-CGM2.3.2
1198,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,MRI-CGM2.3.2
1199,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,MRI-CGM2.3.2
1200,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,MRI-CGM2.3.2
1201,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,MRI-CGM2.3.2
1202,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,MRI-CGM2.3.2
1203,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,MRI-CGM2.3.2
1204,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,PCM
1205,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,PCM
1206,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,PCM
1207,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,PCM
1208,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,PCM
1209,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,PCM
1210,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,PCM
1211,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,PCM
1212,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,UKMO-HadCM3
1213,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,UKMO-HadCM3
1214,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,UKMO-HadCM3
1215,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,UKMO-HadCM3
1216,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,UKMO-HadCM3
1217,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,UKMO-HadCM3
1218,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,UKMO-HadGEM
1219,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,UKMO-HadGEM
1220,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,UKMO-HadGEM
1221,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,UKMO-HadGEM
1222,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,UKMO-HadGEM
1223,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,UKMO-HadGEM
1224,dynamic,No information,No information,No information,ebm,No information,No information,timeframe in hours,No information,No information,CLIMLAB 
1225,dynamic,No information,No information,No information,ebm,No information,No information,timeframe in hours,No information,No information,CLIMLAB 
1226,dynamic,No information,No information,No information,ebm,No information,No information,timeframe in hours,No information,No information,CLIMLAB 
1227,dynamic,No information,No information,No information,ebm,No information,No information,timeframe in hours,No information,No information,CLIMLAB 
1228,dynamic,No information,No information,No information,ebm,No information,No information,timeframe in hours,No information,No information,CLIMLAB 
1229,dynamic,No information,No information,No information,ebm,No information,No information,timeframe in hours,No information,No information,CLIMLAB 
1230,dynamic,No information,No information,No information,ebm,No information,No information,timeframe in hours,No information,No information,CLIMLAB 
1231,dynamic,No information,No information,No information,ebm,No information,No information,timeframe in hours,No information,No information,CLIMLAB 
1232,dynamic,No information,No information,No information,ebm,No information,No information,timeframe in hours,No information,No information,CLIMLAB 
1233,dynamic,No information,No information,No information,ebm,No information,No information,timeframe in hours,No information,No information,CLIMLAB 
1234,dynamic,No information,rcp ssp,gcm,No information,No information,fixed long lat,No information,No information,timeframe in years,CMIP5
1235,dynamic,No information,rcp ssp,gcm,No information,No information,fixed long lat,No information,No information,timeframe in years,CMIP5
1236,dynamic,No information,rcp ssp,gcm,No information,No information,fixed long lat,No information,No information,timeframe in years,CMIP5
1237,dynamic,No information,rcp ssp,gcm,No information,No information,fixed long lat,No information,No information,timeframe in years,CMIP5
1238,dynamic,No information,rcp ssp,gcm,No information,No information,fixed long lat,No information,No information,timeframe in years,CMIP5
1239,dynamic,No information,rcp ssp,gcm,No information,No information,fixed long lat,No information,No information,timeframe in years,CMIP5
1240,dynamic,No information,rcp ssp,gcm,No information,No information,fixed long lat,No information,No information,timeframe in years,CMIP5
1241,dynamic,No information,rcp ssp,gcm,No information,No information,fixed long lat,No information,No information,timeframe in years,CMIP5
1242,dynamic,No information,rcp ssp,gcm,No information,No information,fixed long lat,No information,No information,timeframe in years,CMIP5
1243,dynamic,No information,rcp ssp,gcm,No information,No information,fixed long lat,No information,No information,timeframe in years,CMIP5
1244,No information,ensemble,No information,gcm,No information,No information,No information,No information,timeframe in days,No information,CFSv2
1245,No information,ensemble,No information,gcm,No information,No information,No information,No information,timeframe in days,No information,CFSv2
1246,No information,ensemble,No information,gcm,No information,No information,No information,No information,timeframe in days,No information,CFSv2
1247,No information,ensemble,No information,gcm,No information,No information,No information,No information,timeframe in days,No information,CFSv2
1248,No information,ensemble,No information,gcm,No information,No information,No information,No information,timeframe in days,No information,CFSv2
1249,No information,ensemble,No information,gcm,No information,No information,No information,No information,timeframe in days,No information,CFSv2
1250,No information,ensemble,No information,gcm,No information,No information,No information,No information,timeframe in days,No information,CFSv2
1251,No information,ensemble,No information,gcm,No information,No information,No information,No information,timeframe in days,No information,CFSv2
1252,No information,ensemble,No information,gcm,No information,No information,No information,No information,timeframe in days,No information,CFSv2
1253,No information,ensemble,No information,gcm,No information,No information,No information,No information,timeframe in days,No information,CFSv2
1254,dynamic,No information,No information,gcm,ebm,emic,fixed long lat,No information,No information,timeframe in years,SYMPL CLIMT
1255,dynamic,No information,No information,gcm,ebm,emic,fixed long lat,No information,No information,timeframe in years,SYMPL CLIMT
1256,dynamic,No information,No information,gcm,ebm,emic,fixed long lat,No information,No information,timeframe in years,SYMPL CLIMT
1257,dynamic,No information,No information,gcm,ebm,emic,fixed long lat,No information,No information,timeframe in years,SYMPL CLIMT
1258,dynamic,No information,No information,gcm,ebm,emic,fixed long lat,No information,No information,timeframe in years,SYMPL CLIMT
1259,dynamic,No information,No information,gcm,ebm,emic,fixed long lat,No information,No information,timeframe in years,SYMPL CLIMT
1260,dynamic,No information,No information,gcm,ebm,emic,fixed long lat,No information,No information,timeframe in years,SYMPL CLIMT
1261,dynamic,No information,No information,gcm,ebm,emic,fixed long lat,No information,No information,timeframe in years,SYMPL CLIMT
1262,dynamic,No information,No information,gcm,ebm,emic,fixed long lat,No information,No information,timeframe in years,SYMPL CLIMT
1263,dynamic,No information,No information,gcm,ebm,emic,fixed long lat,No information,No information,timeframe in years,SYMPL CLIMT
1264,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,CCSM3
1265,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,CCSM3
1266,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,CCSM3
1267,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,CCSM3
1268,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,CCSM3
1269,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,CCSM3
1270,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,CCSM3
1271,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,CCSM3
1272,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,CCSM3
1273,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,CCSM3
1274,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,CGCM3.1
1275,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,CGCM3.1
1276,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,CGCM3.1
1277,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,CGCM3.1
1278,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,CGCM3.1
1279,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,CGCM3.1
1280,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,CGCM3.1
1281,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,CGCM3.1
1282,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,CGCM3.1
1283,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,CGCM3.1
1284,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,CGCM3.1
1285,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,CNRM-CM3
1286,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,CNRM-CM3
1287,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,CNRM-CM3
1288,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,CNRM-CM3
1289,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,CNRM-CM3
1290,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,CNRM-CM3
1291,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,CNRM-CM3
1292,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,CNRM-CM3
1293,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,CNRM-CM3
1294,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,CSIRO-MK3.0
1295,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,CSIRO-MK3.0
1296,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,CSIRO-MK3.0
1297,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,CSIRO-MK3.0
1298,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,CSIRO-MK3.0
1299,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,CSIRO-MK3.0
1300,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,CSIRO-MK3.0
1301,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,CSIRO-MK3.0
1302,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,CSIRO-MK3.0
1303,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,ECHAM5/MPI-OM
1304,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,ECHAM5/MPI-OM
1305,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,ECHAM5/MPI-OM
1306,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,ECHAM5/MPI-OM
1307,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,ECHAM5/MPI-OM
1308,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,ECHAM5/MPI-OM
1309,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,ECHAM5/MPI-OM
1310,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,ECHAM5/MPI-OM
1311,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,ECHAM5/MPI-OM
1312,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,ECHO-G
1313,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,ECHO-G
1314,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,ECHO-G
1315,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,ECHO-G
1316,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,ECHO-G
1317,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,ECHO-G
1318,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,ECHO-G
1319,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,ECHO-G
1320,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,ECHO-G
1321,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,FGOALS-g1.0
1322,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,FGOALS-g1.0
1323,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,FGOALS-g1.0
1324,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,FGOALS-g1.0
1325,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,FGOALS-g1.0
1326,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,FGOALS-g1.0
1327,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,FGOALS-g1.0
1328,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,FGOALS-g1.0
1329,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,FGOALS-g1.0
1330,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,FGOALS-g1.0
1331,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,FGOALS-g1.0
1332,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,FGOALS-g1.0
1333,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,MRI-CGM2.3.2
1334,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,MRI-CGM2.3.2
1335,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,MRI-CGM2.3.2
1336,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,MRI-CGM2.3.2
1337,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,MRI-CGM2.3.2
1338,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,MRI-CGM2.3.2
1339,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,MRI-CGM2.3.2
1340,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,PCM
1341,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,PCM
1342,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,PCM
1343,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,PCM
1344,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,PCM
1345,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,PCM
1346,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,PCM
1347,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,PCM
1348,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,UKMO-HadCM3
1349,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,UKMO-HadCM3
1350,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,UKMO-HadCM3
1351,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,UKMO-HadCM3
1352,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,UKMO-HadCM3
1353,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,UKMO-HadCM3
1354,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,UKMO-HadGEM
1355,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,UKMO-HadGEM
1356,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,UKMO-HadGEM
1357,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,UKMO-HadGEM
1358,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,UKMO-HadGEM
1359,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,UKMO-HadGEM
1360,dynamic,No information,No information,No information,ebm,No information,No information,timeframe in hours,No information,No information,CLIMLAB 
1361,dynamic,No information,No information,No information,ebm,No information,No information,timeframe in hours,No information,No information,CLIMLAB 
1362,dynamic,No information,No information,No information,ebm,No information,No information,timeframe in hours,No information,No information,CLIMLAB 
1363,dynamic,No information,No information,No information,ebm,No information,No information,timeframe in hours,No information,No information,CLIMLAB 
1364,dynamic,No information,No information,No information,ebm,No information,No information,timeframe in hours,No information,No information,CLIMLAB 
1365,dynamic,No information,No information,No information,ebm,No information,No information,timeframe in hours,No information,No information,CLIMLAB 
1366,dynamic,No information,No information,No information,ebm,No information,No information,timeframe in hours,No information,No information,CLIMLAB 
1367,dynamic,No information,No information,No information,ebm,No information,No information,timeframe in hours,No information,No information,CLIMLAB 
1368,dynamic,No information,No information,No information,ebm,No information,No information,timeframe in hours,No information,No information,CLIMLAB 
1369,dynamic,No information,No information,No information,ebm,No information,No information,timeframe in hours,No information,No information,CLIMLAB 
1370,dynamic,No information,rcp ssp,gcm,No information,No information,fixed long lat,No information,No information,timeframe in years,CMIP5
1371,dynamic,No information,rcp ssp,gcm,No information,No information,fixed long lat,No information,No information,timeframe in years,CMIP5
1372,dynamic,No information,rcp ssp,gcm,No information,No information,fixed long lat,No information,No information,timeframe in years,CMIP5
1373,dynamic,No information,rcp ssp,gcm,No information,No information,fixed long lat,No information,No information,timeframe in years,CMIP5
1374,dynamic,No information,rcp ssp,gcm,No information,No information,fixed long lat,No information,No information,timeframe in years,CMIP5
1375,dynamic,No information,rcp ssp,gcm,No information,No information,fixed long lat,No information,No information,timeframe in years,CMIP5
1376,dynamic,No information,rcp ssp,gcm,No information,No information,fixed long lat,No information,No information,timeframe in years,CMIP5
1377,dynamic,No information,rcp ssp,gcm,No information,No information,fixed long lat,No information,No information,timeframe in years,CMIP5
1378,dynamic,No information,rcp ssp,gcm,No information,No information,fixed long lat,No information,No information,timeframe in years,CMIP5
1379,dynamic,No information,rcp ssp,gcm,No information,No information,fixed long lat,No information,No information,timeframe in years,CMIP5
1380,No information,ensemble,No information,gcm,No information,No information,No information,No information,timeframe in days,No information,CFSv2
1381,No information,ensemble,No information,gcm,No information,No information,No information,No information,timeframe in days,No information,CFSv2
1382,No information,ensemble,No information,gcm,No information,No information,No information,No information,timeframe in days,No information,CFSv2
1383,No information,ensemble,No information,gcm,No information,No information,No information,No information,timeframe in days,No information,CFSv2
1384,No information,ensemble,No information,gcm,No information,No information,No information,No information,timeframe in days,No information,CFSv2
1385,No information,ensemble,No information,gcm,No information,No information,No information,No information,timeframe in days,No information,CFSv2
1386,No information,ensemble,No information,gcm,No information,No information,No information,No information,timeframe in days,No information,CFSv2
1387,No information,ensemble,No information,gcm,No information,No information,No information,No information,timeframe in days,No information,CFSv2
1388,No information,ensemble,No information,gcm,No information,No information,No information,No information,timeframe in days,No information,CFSv2
1389,No information,ensemble,No information,gcm,No information,No information,No information,No information,timeframe in days,No information,CFSv2
1390,dynamic,No information,No information,gcm,ebm,emic,fixed long lat,No information,No information,timeframe in years,SYMPL CLIMT
1391,dynamic,No information,No information,gcm,ebm,emic,fixed long lat,No information,No information,timeframe in years,SYMPL CLIMT
1392,dynamic,No information,No information,gcm,ebm,emic,fixed long lat,No information,No information,timeframe in years,SYMPL CLIMT
1393,dynamic,No information,No information,gcm,ebm,emic,fixed long lat,No information,No information,timeframe in years,SYMPL CLIMT
1394,dynamic,No information,No information,gcm,ebm,emic,fixed long lat,No information,No information,timeframe in years,SYMPL CLIMT
1395,dynamic,No information,No information,gcm,ebm,emic,fixed long lat,No information,No information,timeframe in years,SYMPL CLIMT
1396,dynamic,No information,No information,gcm,ebm,emic,fixed long lat,No information,No information,timeframe in years,SYMPL CLIMT
1397,dynamic,No information,No information,gcm,ebm,emic,fixed long lat,No information,No information,timeframe in years,SYMPL CLIMT
1398,dynamic,No information,No information,gcm,ebm,emic,fixed long lat,No information,No information,timeframe in years,SYMPL CLIMT
1399,dynamic,No information,No information,gcm,ebm,emic,fixed long lat,No information,No information,timeframe in years,SYMPL CLIMT
1400,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,CCSM3
1401,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,CCSM3
1402,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,CCSM3
1403,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,CCSM3
1404,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,CCSM3
1405,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,CCSM3
1406,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,CCSM3
1407,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,CCSM3
1408,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,CCSM3
1409,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,CCSM3
1410,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,CGCM3.1
1411,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,CGCM3.1
1412,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,CGCM3.1
1413,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,CGCM3.1
